PERMNO,date,TICKER,COMNAM,CUSIP,BIDLO,ASKHI,PRC,BID,ASK,SHROUT,CFACPR
84415,20000929,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,7.875,9.125,8.3125,8.0625,8.4375,7000,0.25
84415,20001031,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,5.625,8.375,5.625,5.5,6.0625,7000,0.25
84415,20001130,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,5.875,7.75,7.5,7.25,7.5,7000,0.25
84415,20001229,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,7.0625,8.5,7.25,6.75,7.1875,7000,0.25
84415,20010131,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,6.875,8.375,8.125,8.0625,8.1875,7000,0.25
84415,20010228,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,7.375,8.6875,7.375,7.375,7.8125,7000,0.25
84415,20010330,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,5,7.5625,5.03125,5,5.1875,7000,0.25
84415,20010430,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,4.45,5.09375,4.95,4.71,4.95,7000,0.25
84415,20010531,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,4.5,5.5,4.5,4.51,4.55,7000,0.25
84415,20010629,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,3.87,4.55,3.91,3.88,3.99,7000,0.25
84415,20010731,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,2.86,4.18,2.86,2.8,3,7000,0.25
84415,20010831,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,2.05,2.95,2.25,2.15,2.25,7000,0.25
84415,20010928,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,2.25,3.1,3.1,2.9,3.1,7000,0.25
84415,20011031,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,2.21,3,2.25,2.13,2.25,7000,0.25
84415,20011130,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,2.05,2.75,2.75,2.65,2.75,7000,0.25
84415,20011231,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,2.75,3.8,3.8,3.75,3.86,9985,0.25
84415,20020131,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,3.8,4.15,3.86,3.85,4,9985,0.25
84415,20020228,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,3.5,4.05,3.91,3.91,4,9985,0.25
84415,20020328,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,-3.76,4.03,3.83,3.83,3.9,10018,0.25
84415,20020430,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,3.41,4,-3.585,3.4,3.77,10018,0.25
84415,20020531,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,3.15,3.73,3.15,3.15,3.42,10018,0.25
84415,20020628,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,2.8,3.27,3.23,3.23,3.37,10075,0.25
84415,20020731,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,2.44,3,2.8,2.8,2.82,10075,0.25
84415,20020830,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,2.26,2.9,2.5,2.26,2.56,10075,0.25
84415,20020930,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,2.24,2.7489,2.38,2.15,2.25,10075,0.25
84415,20021031,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,2.02,2.38,2.0688,2.03,2.1,10075,0.25
84415,20021129,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,2,2.38,2.2,2.18,2.2,10075,0.25
84415,20021231,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,2.12,2.35,2.3,2.05,2.13,13449,0.25
84415,20030131,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,2.1,2.41,2.24,2.11,2.24,13449,0.25
84415,20030228,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,2.1,2.3,-2.165,2.13,2.2,13449,0.25
84415,20030331,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,-2.16,2.41,2.3,2.18,2.3,13449,0.25
84415,20030430,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,2.18,2.55,-2.445,2.41,2.48,13449,0.25
84415,20030530,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,-2.445,2.7,2.51,2.5,2.7,13449,0.25
84415,20030630,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,2.64,3.25,-3.075,3.05,3.1,13449,0.25
84415,20030731,CRYS,CRYSTAL SYSTEMS SOLUTIONS,M7037810,3.05,3.7,3.51,3.51,3.7,13449,0.25
84415,20030829,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.31,3.69,3.54,3.37,3.54,13449,0.25
84415,20030930,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.431,4,3.75,3.75,3.84,13449,0.25
84415,20031031,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.75,4.55,4.25,4.25,4.54,13449,0.25
84415,20031128,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.25,5.5,5.03,4.86,5.03,13449,0.25
84415,20031231,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.2,7.04,5.9,5.96,5.99,13484,0.25
84415,20040130,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.64,7.49,7.15,6.91,6.93,13484,0.25
84415,20040227,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.51,7.08,5.57,5.5,5.57,13484,0.25
84415,20040331,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.63,5.46,5.15,5.14,5.15,13484,0.25
84415,20040430,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.03,5.4,5.18,5.06,5.19,13484,0.25
84415,20040528,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.98,5.39,5.28,5.19,5.28,13522,0.25
84415,20040630,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.05,5.5,5.261,5.26,5.34,13522,0.25
84415,20040730,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.04,5.49,4.2,4.13,4.25,13522,0.25
84415,20040831,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.03,4.92,4.12,4.15,4.34,13522,0.25
84415,20040930,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.1,4.42,4.3,4.23,4.31,13522,0.25
84415,20041029,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.1,4.35,4.101,4.1,4.23,13522,0.25
84415,20041130,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.03,4.409,4.0999,4.1,4.11,13522,0.25
84415,20041231,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.92,4.25,4.25,4.25,4.35,13550,0.25
84415,20050131,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.9,4.2,3.92,3.88,4.06,13550,0.25
84415,20050228,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.91,4.75,4.75,4.7,4.75,13550,0.25
84415,20050331,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.25,4.75,4.39,4.33,4.39,13556,0.25
84415,20050429,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.05,4.47,4.16,4.1,4.23,13556,0.25
84415,20050531,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.99,4.49,3.99,3.95,3.99,13556,0.25
84415,20050630,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.91,4.39,4.36,4.17,4.32,13556,0.25
84415,20050729,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.85,4.25,-4.05,4,4.1,13556,0.25
84415,20050831,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.85,4.16,3.85,3.85,4,13556,0.25
84415,20050930,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.87,4.3,4.29,4.05,4.29,13556,0.25
84415,20051031,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.81,4.3,4,4,4.09,13556,0.25
84415,20051130,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.85,4.1,4,3.94,4,13557,0.25
84415,20051230,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.9,4.2,4.08,3.92,4.02,13560,0.25
84415,20060131,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.85,4.31,4.1,4.1,4.35,13560,0.25
84415,20060228,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.18,5.15,4.9,4.9,4.98,13560,0.25
84415,20060331,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.6,5.23,5,4.91,5,13560,0.25
84415,20060428,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5,5.49,5.27,5.27,5.37,13560,0.25
84415,20060531,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.2,5.61,5.25,5.25,5.3,13560,0.25
84415,20060630,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.9,5.3,5.15,5.15,5.19,13560,0.25
84415,20060731,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.11,5.32,5.2,5.2,5.24,13560,0.25
84415,20060831,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.6,5.7,-5.5,5.45,5.55,13560,0.25
84415,20060929,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.06,5.65,5.2,5.17,5.2,13913,0.25
84415,20061031,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,-5.125,5.89,5.43,5.4,5.43,13913,0.25
84415,20061130,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.42,5.8,5.65,5.56,5.66,14081,0.25
84415,20061229,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.26,6.45,6.28,6.28,6.29,14298,0.25
84415,20070131,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.94,6.51,6.12,6.09,6.19,14298,0.25
84415,20070228,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,6.01,7.1,6.64,6.64,6.73,14298,0.25
84415,20070330,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,6.46,6.92,6.8,6.8,6.84,15374,0.25
84415,20070430,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,6.62,7.51,7.32,7.31,7.32,15374,0.25
84415,20070531,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,7.72,10.45,9.825,9.82,9.88,15374,0.25
84415,20070629,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,8.76,11.89,11.89,11.89,11.95,16381,0.25
84415,20070731,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,11.86,14.3601,11.86,11.71,11.85,16381,0.25
84415,20070831,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,11.3,15.8,15.8,15.74,15.8,16381,0.25
84415,20070928,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,15.54,18.41,18.41,18.33,18.39,17967,0.25
84415,20071031,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,16.98,21.49,21.29,21.3,21.35,17967,0.25
84415,20071130,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,14.82,21.05,18.2,18.2,18.22,20368,0.25
84415,20071231,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,15.57,18.94,18.12,18.07,18.13,20627,0.25
84415,20080131,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,14.91,20.66,14.91,14.86,14.9,20627,0.25
84415,20080229,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,9.24,13.66,9.97,9.98,10.04,20627,0.25
84415,20080331,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,7.25,9.25,8.35,8.35,8.39,20908,0.25
84415,20080430,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,8.55,9.97,8.55,8.54,8.55,20908,0.25
84415,20080530,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,9.6,11.28,10.75,10.72,10.74,20908,0.25
84415,20080630,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.61,12.07,4.61,4.61,4.62,20908,0.25
84415,20080731,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.21,5.8,4.7,4.7,4.72,20908,0.25
84415,20080829,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.49,5.36,5.36,5.36,5.39,20908,0.25
84415,20080930,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.45,5.4,3.52,3.64,3.66,20908,0.25
84415,20081031,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,2.21,3.73,2.68,2.62,2.63,20908,0.25
84415,20081128,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.46,2.98,1.79,1.78,1.8,21425,0.25
84415,20081231,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.4,1.98,1.84,1.84,1.86,20836,0.25
84415,20090130,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.93,2.38,2.0899,2.08,2.11,20836,0.25
84415,20090227,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.98,2.653,1.98,1.99,2.01,20836,0.25
84415,20090331,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.62,2,1.92,1.9,1.92,20836,0.25
84415,20090430,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.79,2.11,1.9,1.89,1.92,20836,0.25
84415,20090529,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.82,2.49,2.21,2.21,2.23,20836,0.25
84415,20090630,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.85,2.45,2.45,2.41,2.45,20836,0.25
84415,20090731,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,2.11,3.0701,3.0701,3.07,3.08,20836,0.25
84415,20090831,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,2.74,3.41,3.29,3.27,3.29,20836,0.25
84415,20090930,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,2.89,3.85,3.79,3.8,3.81,20836,0.25
84415,20091030,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,2.62,3.74,2.62,2.6,2.62,20836,0.25
84415,20091130,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,2.51,2.91,2.61,2.56,2.6,23232,0.25
84415,20091231,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,2.46,2.65,2.53,2.5,2.53,23223,0.25
84415,20100129,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,2.67,2.94,2.8,2.76,2.8,23223,0.25
84415,20100226,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,2.3,2.93,2.34,2.31,2.33,23223,0.25
84415,20100331,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,2.38,2.62,2.46,2.44,2.46,23223,0.25
84415,20100430,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,2.07,2.57,2.07,2.05,2.07,23223,0.25
84415,20100528,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.34,2.11,1.44,1.43,1.47,23223,0.25
84415,20100630,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.22,1.49,1.22,1.21,1.23,23223,0.25
84415,20100730,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.2,1.64,1.61,1.58,1.62,23223,0.25
84415,20100831,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.45,1.81,1.53,1.53,1.55,23223,0.25
84415,20100930,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.5644,2.3501,2.25,2.25,2.28,23223,0.25
84415,20101029,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,2.17,2.32,2.1719,2.17,2.19,23223,0.25
84415,20101130,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.83,2.2,1.83,1.84,1.86,23691,0.25
84415,20101231,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.8,2.1,2.1,2.09,2.1,23720,0.25
84415,20110131,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,2.26,2.4999,2.29,2.28,2.29,23720,0.25
84415,20110228,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.94,2.27,1.94,1.94,1.95,23720,0.25
84415,20110331,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.6945,1.93,1.92,1.92,1.93,24055,0.25
84415,20110429,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.82,1.93,1.8401,1.84,1.87,24055,0.25
84415,20110531,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.289,1.8001,1.289,1.27,1.29,24055,0.25
84415,20110630,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.01,1.27,1.17,1.17,1.19,24055,0.25
84415,20110729,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.06,1.21,1.17,1.17,1.19,24055,0.25
84415,20110831,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,0.8699,1.17,0.997,0.9702,0.997,24861,0.25
84415,20110930,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,0.503,0.88,0.6,0.5699,0.6,24861,0.25
84415,20111031,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,0.55,0.8101,0.8101,0.8101,0.84,24861,0.25
84415,20111130,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,0.669,0.8,0.6899,0.68,0.6899,25052,0.25
84415,20111230,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,0.68,2.99,2.97,2.72,2.97,6311,1
84415,20120131,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,2.45,3.02,2.67,2.5,2.67,6311,1
84415,20120229,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,2.22,2.64,2.24,2.21,2.25,6311,1
84415,20120330,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.26,2.13,1.59,1.52,1.58,6462,1
84415,20120430,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.25,1.84,1.84,1.82,1.83,6462,1
84415,20120531,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.94,2.24,2.17,2.05,2.16,6462,1
84415,20120629,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,1.95,2.6,2.6,2.63,2.7,6462,1
84415,20120731,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,2.62,3.52,3.52,3.41,3.53,6664,1
84415,20120831,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.22,3.6,3.25,3.2,3.23,6664,1
84415,20120928,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,2.76,3.97,3.94,3.92,3.94,6664,1
84415,20121031,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.53,3.87,3.74,3.67,3.74,6664,1
84415,20121130,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.75,3.97,3.95,3.89,3.94,6664,1
84415,20121231,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.9,4.29,4.29,4.24,4.28,10629,1
84415,20130131,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.95,4.31,4.23,4.13,4.23,10629,1
84415,20130228,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4,4.58,4.49,4.36,4.49,10629,1
84415,20130328,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.11,4.48,4.34,4.11,4.35,10629,1
84415,20130430,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.46,4.27,3.57,3.58,3.69,10678,1
84415,20130531,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.6901,4.24,4.01,3.95,4,10678,1
84415,20130628,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.9325,4.07,4.07,4.06,4.08,10678,1
84415,20130731,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,-4.075,4.24,4.22,4.08,4.22,10678,1
84415,20130830,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.23,4.701,4.41,4.4,4.5,10678,1
84415,20130930,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.21,4.5,4.36,4.36,4.47,10766,1
84415,20131031,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.05,4.39,4.3,4.29,4.3,10766,1
84415,20131129,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.97,4.7,4.7,4.5,4.7,10766,1
84415,20131231,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.29,4.795,4.6,4.47,4.6,11404,1
84415,20140131,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.21,4.6,4.21,4.21,4.29,11404,1
84415,20140228,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.2,4.54,4.5,4.35,4.5,11404,1
84415,20140331,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.25,4.5,4.35,4.26,4.35,11468,1
84415,20140430,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.19,4.48,4.35,4.15,4.35,11468,1
84415,20140530,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.1,4.3,-4.1,4.05,4.15,11468,1
84415,20140630,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.0001,4.16,4.16,4.11,4.16,11506,1
84415,20140731,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.9301,4.13,4.13,4,4.2,11506,1
84415,20140829,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.61,4.05,3.88,3.85,3.94,11513,1
84415,20140930,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.5501,3.81,-3.595,3.5,3.69,11621,1
84415,20141031,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.14,3.68,3.636,3.62,3.69,11621,1
84415,20141128,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.4,3.68,3.49,3.4,3.49,11621,1
84415,20141231,MDSY,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.2,3.75,3.46,3.46,3.55,17844,1
84415,20150130,MDSY,MODSYS INTERNATIONAL LTD,M7037810,3.05,3.46,-3.075,2.95,3.2,17844,1
84415,20150227,MDSY,MODSYS INTERNATIONAL LTD,M7037810,2.6,-3.125,2.96,2.55,3,17844,1
